class,order,family,genus,species,rank,author,sci_name,S_001_01,S_001_02,S_001_03,S_002_01,S_002_02,S_002_03,S_003_01,S_003_02,S_003_03,S_004_01,S_004_02,S_004_03,S_005_03,S_005_02,S_005_01,S_006_01,S_006_02,S_006_03,S_007_01,S_007_02,S_007_03,S_008_01,S_008_02,S_008_03,S_009_01,S_009_02,S_009_03,S_010_01,S_011_01,S_012_01,S_013_01,S_013_02,S_014_01,S_015_01,S_016_01,S_017_01,S_018_01,S_018_02,S_021_01,S_022_01,S_023_01,S_024_01,S_025_01,S_026_01,S_027_01,S_027_02,S_028_01,S_029_01,S_029_02,S_030_01,S_030_02,S_032_01,S_032_02,S_031_01,S_033_01,S_034_01,S_035_01,S_039_01,S_040_01,S_040_02,S_041_01,S_041_02,S_046_01,S_046_02,S_047_01,S_047_02,S_048_01,S_048_02
Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,tatarica,SPECIES,L.,Atriplex tatarica L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Gentianales,Rubiaceae,Galium,album,SPECIES,Mill.,Galium album Mill.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Geraniales,Geraniaceae,Geranium,collinum,SPECIES,Stephan ex Willd.,Geranium collinum Stephan ex Willd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Orobanchaceae,Melampyrum,pratense,SPECIES,L.,Melampyrum pratense L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Malvales,Malvaceae,Althaea,officinalis,SPECIES,L.,Althaea officinalis L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,consolida,SPECIES,L.,Delphinium consolida L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,acris,SPECIES,L.,Ranunculus acris L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,oligosperma,SPECIES,Krasnova,Gypsophila oligosperma Krasnova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,sareptanum,SPECIES,(A.K.Becker) Gams,Limonium sareptanum (A.K.Becker) Gams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Gentianales,Rubiaceae,Cynanchica,pyrenaica,SPECIES,(L.) P.Caputo & Del Guacchio,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,esula,SPECIES,L.,Euphorbia esula L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Apiales,Apiaceae,Bupleurum,rotundifolium,SPECIES,L.,Bupleurum rotundifolium L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Apiales,Apiaceae,Ferula,euxina,SPECIES,Pimenov,Ferula euxina Pimenov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Lactuca,tatarica,SPECIES,(L.) C.A.Mey.,Lactuca tatarica (L.) C.A.Mey.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Onopordum,acanthium,SPECIES,L.,Onopordum acanthium L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Malvales,Malvaceae,Alcea,rosea,SPECIES,L.,Alcea rosea L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Tanacetum,vulgare,SPECIES,L.,Tanacetum vulgare L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Helichrysum,arenarium,SPECIES,(L.) Moench,Helichrysum arenarium (L.) Moench,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,8,0,0,0,0,0,0,12,0
Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,paniculata,SPECIES,L.,Gypsophila paniculata L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,5
Magnoliopsida,Caryophyllales,Plumbaginaceae,Goniolimon,tataricum,SPECIES,(L.) Boiss.,Goniolimon tataricum (L.) Boiss.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Plantaginaceae,Veronica,incana,SPECIES,L.,Veronica incana L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Liliopsida,Poales,Poaceae,Bromus,sterilis,SPECIES,L.,Bromus sterilis L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Magnoliopsida,Apiales,Apiaceae,Seseli,campestre,SPECIES,Besser,Seseli campestre Besser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Erigeron,annuus,SPECIES,(L.) Pers.,Erigeron annuus (L.) Pers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Matricaria,chamomilla,SPECIES,L.,Matricaria chamomilla L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Liliopsida,Asparagales,Amaryllidaceae,Allium,inaequale,SPECIES,Janka,Allium inaequale Janka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Magnoliopsida,Asterales,Asteraceae,Jurinea,ewersmanii,SPECIES,Bunge,Jurinea ewersmanii Bunge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Magnoliopsida,Lamiales,Orobanchaceae,Odontites,luteus,SPECIES,(L.) Clairv.,Odontites luteus (L.) Clairv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
Magnoliopsida,Ranunculales,Ranunculaceae,Pulsatilla,pratensis,SPECIES,(L.) Mill.,Pulsatilla pratensis (L.) Mill.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15
